TITLE,LIKES,SHARES
"The Tbong Khmum Provincial Administration and drug burning commission on July 27 destroyed more than 134kg of drugs confiscated from more than 800 offences in eight provinces, according to the National Police.",11,0
About 35ha of Toap Mean community forest land in Kampong Speu province’s Thpong district has been encroached on by unknown individuals who fenced off and planted crops on 30ha of the land.,14,0
"“This is due to the splendid success of [Hun Sen] whose policies steered Cambodia towards closer ties with powerful countries such as Russia and China, as well as our neighbours around us,” government spokesman Phay Siphan said.",41,2
"Laos saw a record $932 million in the value of imports and exports last month, but recorded a trade deficit of $62 million, as the value of imports at $497 million was higher than the value of exports at $435 million.",16,0
"The cash support programme for poor and vulnerable households has entered its sixth round starting July 25 through August 24, according to the Ministry of Social Affairs, Veterans and Youth Rehabilitation.",11,0
A young male clouded leopard that was released from captivity last week in Bokor National Park in Kampot’s Chhouk district has died despite veterinarian’s efforts to save him.,30,2
"“In the past, we have addressed many issues, such as facilitating the export, import and storage of goods at airports and other ports managed by the GDCE,” he said.",6,1
The Siem Reap Provincial Court has charged and remanded in custody six shop owners and store managers for violating Covid-19 preventative measures and transmitting the coronavirus.,18,0
"Sino-Cambodian economic and trade ties remain healthy, thanks to deepening cooperation between the two Asian nations, according to the Chinese ambassador.",13,0
"Malaysian police hit on a novel way to dispose of more than 1,000 bitcoin-mining machines seized in raids – they crushed the devices using a steamroller.",58,9
"Minister of Education, Youth and Sports Hang Chuon Naron called on governments in the region to give priority attention to investment in early childhood care and development (ECCD) to achieve their sustainable development goals (SDGs).",17,0
"""The Cambodian economy, like the economies of developing countries, may also face a new wave of Covid-19, an increase in public and private debt, and an increase in inequality and poverty,"" Chanto said.",8,2
"Cambodia expects to see an increase in the number of Russian holidaymakers, especially as it pushes to reopen the tourism sector to international visitors who are fully-vaccinated against the novel coronavirus, once the situation allows.",66,3
"22 more Covid deaths, 778 infections in Cambodia",22,0
"As the US and its allies joined hands last week to expose what they allege to be China’s Ministry of State Security’s malicious cyber activities around the world, the attention also turned to Cambodia with the US Department of Justice claiming that four Chinese hackers stole data concerning the Mekong River from a Cambodian ministry in January of 2018.",40,1
"Mushrooms in particular are a lucrative product selling from 15,000 to 20,000 riel ($3.70 to $5) per kilogramme.",23,1
"The Preah Sihanouk Provincial Administration has launched a campaign to collect specimens for Coivd-19 testing in high-risk areas through mobile units, in a bid to curb the spread of the coronavirus in the coastal tourist attraction.",20,1
The Japanese government will provide a grant of $3 million to Cambodia for scholarships and human resource development in the country for this year.,56,5
"Banteay Meanchey province is set to start home-based treatment for mild Covid-19 cases after receiving the green light from the Ministry of Health, becoming the second after Phnom Penh to begin the practice.",5,0
"Officials from the Directorate-General of Consumer Protection, Competition and Fraud Repression (CCF) seized a total of 30,900 litres of counterfeit sanitiser in the capital’s Dankgor district on July 22-23.",11,0
"32 more Covid deaths, 860 infections in Cambodia",36,0
"Cambodia is among the East Asian and Pacific (EAP) countries set to receive financial support from the World Bank to underpin a resilient post-Covid-19 economic recovery, fuelled by solid vaccination progress.",8,0
"Motion-sensitive camera traps deployed across Cambodia’s protected areas have captured an encouraging number of greater hog badgers as of late, according to Ministry of Environment spokesman Neth Pheaktra.",46,2
Prime Minister Hun Sen announced on July 23 that Covid-19 vaccinations for the 12-17 age group in the Kingdom will begin on August 1.,21,2
Sixty people in Otres commune’s Village 3 of Preah Sihanouk province’s Stung Hav district have contracted the coronavirus after visiting the family of a deceased villager who was confirmed Covid-19 positive.,34,0
Prime Minister Hun Sen will be present at Phnom Penh International Airport tonight to personally receive one million doses of the AstraZeneca vaccine donated by Japan for the fight against Covid-19.,56,1
"A 39-year-old woman who died one day after receiving her second dose of vaccine in the Thai government’s mixed-shot programme had underlying health issues, the Department of Disease Control (DDC) said on July 21.",60,7
